xml_out_path,hash,reward
mjcf_model\2024-03-15_20-10-07\xmlrobot_0_symm.xml,6e625fa50a4e465972580f57ef693d806e06b6a0f7cc8ef6b97ecfd139d08ffc,0.15047768805202488
mjcf_model\2024-03-15_20-10-07\xmlrobot_1_symm.xml,a9a73622c28a3b22454fbef2b8583f721c6c69a28e4cb769a866219a3da38ff7,0.19701898905356152
mjcf_model\2024-03-15_20-10-07\xmlrobot_2_symm.xml,b9841dab705a3c7b67f172a857d26ce19b5231e6377c2df8956d817f7a5fbd7e,0.07361011323765909
mjcf_model\2024-03-15_20-10-07\xmlrobot_3_symm.xml,def40cf86c2606c7227ad7407a01eceb773401b1a0cdd1b0921fc25a7e123470,0.45665224332480026
mjcf_model\2024-03-15_20-10-07\xmlrobot_4_symm.xml,7d4c2025ae225001f9b9ad8dafd36d4bdd06a77272e2baba454e6ab1e7175aa9,0.8518596190157635
mjcf_model\2024-03-15_20-10-07\xmlrobot_5_symm.xml,3a3e6c1ed019d80abdcbb8af78fe435426bdcc26b7d90d5a82737134abc5fc1d,0.029857122129145375
mjcf_model\2024-03-15_20-10-07\xmlrobot_6_symm.xml,fe2c7b23d6e75f084535b8fcfa91430e58b4b6d9e7cda2662a3429f00369a1a3,0.28209295599296247
mjcf_model\2024-03-15_20-10-07\xmlrobot_7_symm.xml,d2f5d1eb4cad4b9b3b8b95ce00d93c27f534b7ad56f37189271b07b1153874fe,0.5208067729309057
mjcf_model\2024-03-15_20-10-07\xmlrobot_8_symm.xml,4df325f8d5bb1eb73b15f5b17701f7af6ed0dfe13bd040aaf86a92eef5cc7b90,0.5381832259961074
mjcf_model\2024-03-15_20-10-07\xmlrobot_9_symm.xml,2224f4661c2e190054ea912a36357102725cfe8b58410a1416984a2b9d003c08,0.27501011088869676
mjcf_model\2024-03-15_20-10-07\xmlrobot_10_symm.xml,c7b3c3e670da05bed75c3daafe78421e54e23838fb25a500c7c78502df3a32d1,0.904728179168801
mjcf_model\2024-03-15_20-10-07\xmlrobot_11_symm.xml,fb18c0a7b3aab4d0d118401ffccb16ab2823882c81048b16628656e7f1e09939,0.07036155652601939
mjcf_model\2024-03-15_20-10-07\xmlrobot_12_symm.xml,260eb028b1455a51420933efaec6c5e7faf0511a0d7b7de33986da619b04d028,0.19733368260552597
mjcf_model\2024-03-15_20-10-07\xmlrobot_13_symm.xml,6562fcb6e7cdd3c7d577465e06311b3cd56d1e34111037897fefdb59f5eca684,0.6607709655240864
mjcf_model\2024-03-15_20-10-07\xmlrobot_14_symm.xml,61ed3c3dce1fbf52eed6c8aeeb753e8d2fea9ce3c8d1092754433c3e3653be9f,0.3113928980012094
mjcf_model\2024-03-15_20-10-07\xmlrobot_15_symm.xml,bf7984389eea1511eb7a82bef121f0fcb5ebc495ce106020a8b94be29e189672,0.5003998531558721
mjcf_model\2024-03-15_20-10-07\xmlrobot_16_symm.xml,f1e2422156f893a2aa3f97113bc7672b15f7236ee6fad705c459c3c92675afac,0.23051725860055516
mjcf_model\2024-03-15_20-10-07\xmlrobot_17_symm.xml,01835d98fd44a4fe02c7cfd4cd39f7219c2842249d63d46a90b0210a5e5cf4f7,0.6694394131328335
mjcf_model\2024-03-15_20-10-07\xmlrobot_18_symm.xml,b1148197b348536cfa3f7ac9099b67047f91c8d5872f07d92c15fc6db4f0e024,0.12028532021012894
mjcf_model\2024-03-15_20-10-07\xmlrobot_19_symm.xml,09a121834f9a43912cb717a21d0ccc27d38ee9831755d3f05f193ef1b64c901c,0.46128876541469177
mjcf_model\2024-03-15_20-10-07\xmlrobot_20_symm.xml,1778ade66a961308cdacf117373455f1ed7e9805d5f91fc08c1eab0191eadfed,0.27496832060335563
mjcf_model\2024-03-15_20-10-07\xmlrobot_21_symm.xml,189eeb91623721310073a6a54c512076e7aa99e680f29c2c67b3b3fb38144a87,0.3485422358689899
mjcf_model\2024-03-15_20-10-07\xmlrobot_22_symm.xml,8a536af610801f12ab7309b188d485a91ac80d0970d24984d43cb33c29e2cabd,0.766661398384381
mjcf_model\2024-03-15_20-10-07\xmlrobot_23_symm.xml,8c9ec1cd2f56e25d3f4d3295f92321b659b5c977a2a61701eaa101b0f33f998e,0.6623351794728835
mjcf_model\2024-03-15_20-10-07\xmlrobot_24_symm.xml,f8cbc72e7c63f767d0bfd650ad0c27aac810f76288009b2dffbf34bb0ac6d8ca,0.754115474397664
