xml_out_path,hash,reward
mjcf_model\2024-03-15_23-13-05\xmlrobot_0_symm.xml,dc3eabb9e9f29e9e10befbc538bd9f0954669620a0595fc93d933198b4843b4e,0.21866496793995294
mjcf_model\2024-03-15_23-13-05\xmlrobot_1_symm.xml,252d73b0ac639893c1e6ba36d29094f70de9b6058f65f17a2d7a583713033236,0.5345400814133969
mjcf_model\2024-03-15_23-13-05\xmlrobot_2_symm.xml,905b8aa92f6f2f85306840cf220164ee4cdc5803dea9d03e1e2890f3a048c10b,0.3296873079892475
mjcf_model\2024-03-15_23-13-05\xmlrobot_3_symm.xml,396dab1131d3b724cd0c00162baabcc0a90199ea8879eba19a77f37307c8e0ab,0.33293529290737267
mjcf_model\2024-03-15_23-13-05\xmlrobot_4_symm.xml,83d3a03a416203db14c64340bc9ed8bdfb1cbe35c20d7e9ed4378acccc7066ff,0.5145590502022122
mjcf_model\2024-03-15_23-13-05\xmlrobot_5_symm.xml,40be3ab5ef27f7ab0d724adf880363405e3d69d7189631f788c42bf6fcc09eef,0.07276298895013045
mjcf_model\2024-03-15_23-13-05\xmlrobot_6_symm.xml,0805e0c82b2da1c33a5690f74fb593ab0b2693d2d80584a425ace674ea7a89fe,0.6976525916916084
mjcf_model\2024-03-15_23-13-05\xmlrobot_7_symm.xml,d4a6ccaf1211747f873a1ce47f23e687d09c907c59c2370de0fc5dd6362e82fb,0.4101547625225198
mjcf_model\2024-03-15_23-13-05\xmlrobot_8_symm.xml,3e3661825958b74ada3bc38bec37e572655aee80adec4939bee6144739481b49,0.10101327851309272
mjcf_model\2024-03-15_23-13-05\xmlrobot_9_symm.xml,fd22f60e65f3c03e9d1e6cc2a90dfc46924bee9edc5c0d65b824198ce060a2eb,0.247518343298598
mjcf_model\2024-03-15_23-13-05\xmlrobot_10_symm.xml,39d49f4b7dea4f805e5cacc2cd2c831120b40e47b0d71032f4d3a84d242dfb46,0.4196169507183496
mjcf_model\2024-03-15_23-13-05\xmlrobot_11_symm.xml,a5bfbf2c0e7c285405a5ae1e89c920b6daa3b073ac7e0cadd7bced58777a39a9,0.18539311255098945
mjcf_model\2024-03-15_23-13-05\xmlrobot_13_symm.xml,028dbee314224494283b5f8c6bdaeb17e4c0fa753a8df41e6957ca7fc002afa8,0.6431827148116874
mjcf_model\2024-03-15_23-13-05\xmlrobot_15_symm.xml,20d18ed980ac0e223e545a621177b734ad5f04c749d6050b5369178ce016e290,0.9255884401393779
mjcf_model\2024-03-15_23-13-05\xmlrobot_16_symm.xml,df24a1210069c1ace0d5f7ee42af64011b7ecdd8aa4c503d3a1176b8eb6a5e5f,0.7313183892012559
mjcf_model\2024-03-15_23-13-05\xmlrobot_17_symm.xml,6076504f5a67703924b73cd7ca06dbc97d0d907eb638e8387685948a8d11f213,0.23705800245092035
mjcf_model\2024-03-15_23-13-05\xmlrobot_18_symm.xml,9d48b318b4456cc6474888475cc2ceb343b05e3487caea83df59eb5b49f29cbe,0.646371264623547
mjcf_model\2024-03-15_23-13-05\xmlrobot_20_symm.xml,1152e845b19679bd66d370689d1f87aa3b6207e973bf5be2fe4301d47282ca9f,0.8119895372181208
mjcf_model\2024-03-15_23-13-05\xmlrobot_21_symm.xml,70edc410bbd050377191d76cad5174a80cf75960a4be1858e834da755534b88d,0.6630206587979884
mjcf_model\2024-03-15_23-13-05\xmlrobot_23_symm.xml,8a536af610801f12ab7309b188d485a91ac80d0970d24984d43cb33c29e2cabd,0.18448983137352204
