xml_out_path,hash,reward
mjcf_model/2024-04-11_00-28-03/epoch_0/xmlrobot_0,8765196471528,0.31032466888427734
mjcf_model/2024-04-11_00-28-03/epoch_1/xmlrobot_1,8765196471519,-0.07783335447311401
mjcf_model/2024-04-11_00-28-03/epoch_2/xmlrobot_2,8765196248839,0.38563716411590576
mjcf_model/2024-04-11_00-28-03/epoch_3/xmlrobot_3,8765181175935,0.2624348998069763
mjcf_model/2024-04-11_00-28-03/epoch_4/xmlrobot_4,8765193589176,0.09900740534067154
mjcf_model/2024-04-11_00-28-03/epoch_5/xmlrobot_5,8765228868904,9.03654145845212
mjcf_model/2024-04-11_00-28-03/epoch_6/xmlrobot_6,8765181241652,13.627655759599293
mjcf_model/2024-04-11_00-28-03/epoch_7/xmlrobot_7,8765191039811,0.29926615953445435
mjcf_model/2024-04-11_00-28-03/epoch_8/xmlrobot_8,8765186352830,0.30965498089790344
mjcf_model/2024-04-11_00-28-03/epoch_9/xmlrobot_9,8765186349556,0.3132418990135193
mjcf_model/2024-04-11_00-28-03/epoch_10/xmlrobot_10,8765181210664,0.36311793327331543
mjcf_model/2024-04-11_00-28-03/epoch_11/xmlrobot_11,8765181260132,0.5169922113418579
mjcf_model/2024-04-11_00-28-03/epoch_12/xmlrobot_12,8765186365483,0.36628982424736023
mjcf_model/2024-04-11_00-28-03/epoch_13/xmlrobot_13,8765181226518,0.1400836557149887
mjcf_model/2024-04-11_00-28-03/epoch_14/xmlrobot_14,8765181153732,0.507521390914917
mjcf_model/2024-04-11_00-28-03/epoch_15/xmlrobot_15,8765186286258,0.634097158908844
mjcf_model/2024-04-11_00-28-03/epoch_16/xmlrobot_16,8765183648473,0.4112740755081177
mjcf_model/2024-04-11_00-28-03/epoch_17/xmlrobot_17,8765181154308,0.24009259045124054
mjcf_model/2024-04-11_00-28-03/epoch_18/xmlrobot_18,8765186281680,0.3692733347415924
mjcf_model/2024-04-11_00-28-03/epoch_19/xmlrobot_19,8765183631728,11.574643860716606
mjcf_model/2024-04-11_00-28-03/epoch_20/xmlrobot_20,8765181185958,13.65356426476501
mjcf_model/2024-04-11_00-28-03/epoch_21/xmlrobot_21,8765181259159,0.2924056351184845
mjcf_model/2024-04-11_00-28-03/epoch_22/xmlrobot_22,8765186256035,0.2670206129550934
mjcf_model/2024-04-11_00-28-03/epoch_23/xmlrobot_23,8765181254521,9.328190659027314
mjcf_model/2024-04-11_00-28-03/epoch_24/xmlrobot_24,8765181090594,0.32569292187690735
mjcf_model/2024-04-11_00-28-03/epoch_25/xmlrobot_25,8765186333127,0.4466899037361145
mjcf_model/2024-04-11_00-28-03/epoch_26/xmlrobot_26,8765181162210,0.46014854311943054
mjcf_model/2024-04-11_00-28-03/epoch_27/xmlrobot_27,8765181236164,0.4637465476989746
mjcf_model/2024-04-11_00-28-03/epoch_28/xmlrobot_28,8765186256026,0.3209366798400879
mjcf_model/2024-04-11_00-28-03/epoch_29/xmlrobot_29,8765181108487,0.2682451009750366
