xml_out_path,hash,reward
mjcf_model\2024-03-15_15-17-49\xmlrobot_0_symm.xml,eddafd39807526712bc79e58fbddbcb8549134fcf1188bddcec0442f4c8dcf66,0.4122574478810832
mjcf_model\2024-03-15_15-17-49\xmlrobot_1_symm.xml,e66c6b0ec84d8e553d7a1d32e00e31835fe37ad61732bc7429143f2372542fd1,0.4037200547015932
mjcf_model\2024-03-15_15-17-49\xmlrobot_2_symm.xml,066856a5853f50bd9fb00044836d15c823094827e9d50ebb8f87f36d6a35a9b1,0.4021127572833382
mjcf_model\2024-03-15_15-17-49\xmlrobot_3_symm.xml,396dab1131d3b724cd0c00162baabcc0a90199ea8879eba19a77f37307c8e0ab,0.43715969661805054
mjcf_model\2024-03-15_15-17-49\xmlrobot_4_symm.xml,f4219de3c3f9a642a8a77ea7f89421795b9bb12a0f9b26de82d6691596eb2a53,0.8536965739584673
mjcf_model\2024-03-15_15-17-49\xmlrobot_5_symm.xml,3e0c8c381b0746fa3245590ec015d53a3165b157a899c4b32a457167d6b43c29,0.2179297863676367
mjcf_model\2024-03-15_15-17-49\xmlrobot_6_symm.xml,e1a34df57cb6d4475f2f6ba051a158d8bb128174945d0f71d65942ba969407dc,0.21256831516291574
mjcf_model\2024-03-15_15-17-49\xmlrobot_7_symm.xml,d2f5d1eb4cad4b9b3b8b95ce00d93c27f534b7ad56f37189271b07b1153874fe,0.670366735196653
mjcf_model\2024-03-15_15-17-49\xmlrobot_8_symm.xml,0373fed39822d594677ad21bf97c592d83e9d075e93fee855430e64a307f9ca7,0.5924778607367522
mjcf_model\2024-03-15_15-17-49\xmlrobot_9_symm.xml,35107dfd266b4357d1e72e383fb50393d5a739ce621e5a80eba0825e51263e3a,0.04426038708375635
mjcf_model\2024-03-15_15-17-49\xmlrobot_10_symm.xml,d4566f0f2f7eddc8602373437278dcbfe668631506cc331da402906094622661,0.4583082022139827
mjcf_model\2024-03-15_15-17-49\xmlrobot_11_symm.xml,869ecd044e6e8066c391ca4765128d8598399ffb4ed8d0f141ecfea09d6ea21a,0.6816311642786034
mjcf_model\2024-03-15_15-17-49\xmlrobot_12_symm.xml,49b2a8d6063a4beab09c060b7532847adf423f8d43eeeb83438628b6755392a2,0.9236490661043868
mjcf_model\2024-03-15_15-17-49\xmlrobot_13_symm.xml,4b22aab360e6bcb564167cae33977ab3e264137fb3d272da89f4adf173b4caa1,0.7828311053808304
mjcf_model\2024-03-15_15-17-49\xmlrobot_14_symm.xml,332bdb90d70bb0494622557e6d9d6d2ab9cdd1a3534c2095fe9de0fcb29a3cc1,0.48312045171650164
mjcf_model\2024-03-15_15-17-49\xmlrobot_15_symm.xml,3a4bc827ae70c6fccfee6776b25c4da6920705d27a248e29e5be8d55d5d5b936,0.052467679554682456
mjcf_model\2024-03-15_15-17-49\xmlrobot_16_symm.xml,1b278d1fb3d34c65c6f43dc81212c0b0af342303bd436193c44f88e80c6fdd0d,0.20039176886384613
mjcf_model\2024-03-15_15-17-49\xmlrobot_17_symm.xml,e7d55a24b3021e127e01cfe302d26084c23624f13bb0200f6ff6a34dc688aa52,0.5315156490427597
mjcf_model\2024-03-15_15-17-49\xmlrobot_18_symm.xml,65ccd53ccd25229ce2b8af20b6176c3f4602351f85f1dd319b53f447e952e4db,0.3251971939740326
mjcf_model\2024-03-15_15-17-49\xmlrobot_19_symm.xml,83d3a03a416203db14c64340bc9ed8bdfb1cbe35c20d7e9ed4378acccc7066ff,0.49625735152242767
mjcf_model\2024-03-15_15-17-49\xmlrobot_20_symm.xml,df1cde76ff96b77af855ecab2c734961da2134cbb98908a82d765cccb432b353,0.528199112755327
mjcf_model\2024-03-15_15-17-49\xmlrobot_21_symm.xml,310abd89135364cebb3d22fc227303e7ab646ab45278f30b31a59dc7240459e6,0.1135314606843627
mjcf_model\2024-03-15_15-17-49\xmlrobot_22_symm.xml,607251a166ff1160294f78c319dcccb68854c882520a243d156eea359dabc967,0.7842874151537156
mjcf_model\2024-03-15_15-17-49\xmlrobot_23_symm.xml,c023f2b95c7398186e22be3029632689e879a39e4962753ed39c9014e53200c7,0.9564362274133947
mjcf_model\2024-03-15_15-17-49\xmlrobot_25_symm.xml,825a4c89071d206595fc1820fe40a4598034ecb5c058dbe6fd09d44cda84e7d4,0.8000980221212748
mjcf_model\2024-03-15_15-17-49\xmlrobot_26_symm.xml,b7c10addec53b838538a4ae785afbae7baf5303bf84e052d3a5274f568b62524,0.7939900338399116
mjcf_model\2024-03-15_15-17-49\xmlrobot_27_symm.xml,29e13a330e06d42d1693b9518397584286157110b4cf32e7ee59e03fc51c4bf0,0.7813488869287789
mjcf_model\2024-03-15_15-17-49\xmlrobot_28_symm.xml,bc15dfbf8763664f1909fe393b46462db7b94c4c2743ff2221fefa6d63150fc6,0.5645321613773516
mjcf_model\2024-03-15_15-17-49\xmlrobot_29_symm.xml,5fae5a7196ae98cf3e4ad309df1ba6d9f740517fb2877102d85a6e8ae61522b5,0.6585129127003981
mjcf_model\2024-03-15_15-17-49\xmlrobot_30_symm.xml,190d7880e36874104ea2948900f4c36037ec425fd47806364615ef90435a9955,0.1078090784000082
mjcf_model\2024-03-15_15-17-49\xmlrobot_31_symm.xml,38ed82dbe1819c0fa1bec3709925f3bb50588a9e85f20c018f827f4a950ed8f6,0.8007645797866385
mjcf_model\2024-03-15_15-17-49\xmlrobot_33_symm.xml,0805e0c82b2da1c33a5690f74fb593ab0b2693d2d80584a425ace674ea7a89fe,0.48904930895341214
mjcf_model\2024-03-15_15-17-49\xmlrobot_34_symm.xml,5737ce2b3847c6c5063c83bc64497f206c8fa8bf05918d37d0ed04bd83c25106,0.8049488041178282
mjcf_model\2024-03-15_15-17-49\xmlrobot_35_symm.xml,c4e374673baf4b76c49608a63f6f29bbecbf7fcc2381f9a03e0ab1a71237b13c,0.44336009342501603
mjcf_model\2024-03-15_15-17-49\xmlrobot_37_symm.xml,5af1c5cef73794800cb371204e8c6b31bece8d91b12c4e1672d324b3151e830e,0.22675638788378616
mjcf_model\2024-03-15_15-17-49\xmlrobot_38_symm.xml,758a321793ba28042777a8dd1fa8dd0c8e91c3b2f4ae7fbe06755e54cb93a0c8,0.5550045619790976
mjcf_model\2024-03-15_15-17-49\xmlrobot_40_symm.xml,1da510fd3616b53455fb66b35aca5c88a4a777f9490b858c909b1d9da70615ee,0.4354524900734733
mjcf_model\2024-03-15_15-17-49\xmlrobot_41_symm.xml,c8b1867b096c5bc18fc86dc38929f2f66d399296ff746ee6078e969da4b9778e,0.5485611024081182
mjcf_model\2024-03-15_15-17-49\xmlrobot_42_symm.xml,b51f36f2c97f993fa957c1ee07d3d9a0efe409dcfb3b25fa1fade0c8e760b1f4,0.8582663042370277
mjcf_model\2024-03-15_15-17-49\xmlrobot_44_symm.xml,a6bb2ffc2a7f43c33745a1f5d626c0318b1818b14b2818ae24cacf0741342bdf,0.9978561685206225
mjcf_model\2024-03-15_15-17-49\xmlrobot_45_symm.xml,3fa1a23906c3b62bcf3d80f838a2dd4dc6916512e22b6f09343b45d70281c35e,0.835905166667455
mjcf_model\2024-03-15_15-17-49\xmlrobot_46_symm.xml,5d45e8cacbe4474353ab7817dcab46869bb6040b75fd3f67f0b47370223c1623,0.24806067640862017
mjcf_model\2024-03-15_15-17-49\xmlrobot_47_symm.xml,8e5e082332c4aa010777dea5036c667d59ef46dd236865387e1db2d27d3f6776,0.9791177773322614
mjcf_model\2024-03-15_15-17-49\xmlrobot_48_symm.xml,211f31044e68ad48a2cf7570252ccadb577a080c1f2b765f88c1168a9cbff94c,0.8269797921062229
mjcf_model\2024-03-15_15-17-49\xmlrobot_49_symm.xml,70edc410bbd050377191d76cad5174a80cf75960a4be1858e834da755534b88d,0.8321650325552965
mjcf_model\2024-03-15_15-17-49\xmlrobot_51_symm.xml,8c9ec1cd2f56e25d3f4d3295f92321b659b5c977a2a61701eaa101b0f33f998e,0.22760873460413644
mjcf_model\2024-03-15_15-17-49\xmlrobot_52_symm.xml,fd22f60e65f3c03e9d1e6cc2a90dfc46924bee9edc5c0d65b824198ce060a2eb,0.8647616002528811
mjcf_model\2024-03-15_15-17-49\xmlrobot_53_symm.xml,e78a5284fcf5b1eda27a59ac7599a8953a71882f87d2e9f1f3f119f06eb7d4b8,0.6370043537145685
mjcf_model\2024-03-15_15-17-49\xmlrobot_54_symm.xml,e37db90e9abac174f2a75a332a3cd572dd3e13970d961f3c330543000593d263,0.20247109937688434
mjcf_model\2024-03-15_15-17-49\xmlrobot_56_symm.xml,13063eba6dba2513c5d537569251e66168f2760adf0b88d10cc2ee0282398c7c,0.15460813117120853
mjcf_model\2024-03-15_15-17-49\xmlrobot_57_symm.xml,65350b65036930694eafdd08df93d99af24dead3aadf4b2b9e7418422e9fb299,0.8996952067828488
mjcf_model\2024-03-15_15-17-49\xmlrobot_58_symm.xml,a1600c2e462d61b015b6969fda525ce8f358cff625c0824af61c45e801003146,0.3099903594581015
mjcf_model\2024-03-15_15-17-49\xmlrobot_60_symm.xml,d9584a24fbf9a4b1c406e0bbdad7bb023df460aa35da540e82555fe2b97082ab,0.5178594683080724
mjcf_model\2024-03-15_15-17-49\xmlrobot_62_symm.xml,348b24dc9f83c78e4c96cd4a3ca79b14b7010e04635c7a521f0ff7d8e7d892b6,0.39550857319803934
mjcf_model\2024-03-15_15-17-49\xmlrobot_63_symm.xml,2f410b80d328ac45014265665b77cef63b51b7dc40c0ae4d0064e7654b5efbf1,0.5902169720355361
mjcf_model\2024-03-15_15-17-49\xmlrobot_64_symm.xml,8cb1708dd5af9777f4fad927aebc898dd94b3d405a69fd05617a959ad3671fa3,0.9581432732792133
mjcf_model\2024-03-15_15-17-49\xmlrobot_65_symm.xml,d0606e5790dccca231a7b8cd8423b9c533fc23125c9fb68a1d5fdb879f7dc6ce,0.6430681438279626
mjcf_model\2024-03-15_15-17-49\xmlrobot_69_symm.xml,a7e9d3839889fd8e52f7651729d285b7996ff1c20457b6bab01bfc73a5ce0980,0.1589612918007821
mjcf_model\2024-03-15_15-17-49\xmlrobot_70_symm.xml,d24b093e60233fabf59dd9aa32c4e6c7d35f76147b9a320a2350204d86f3891c,0.20645667034588344
mjcf_model\2024-03-15_15-17-49\xmlrobot_71_symm.xml,3371a794d63fcfd3049cb442fbe2512f711fbdee2fddd4d4e8a4d0243d541df9,0.1779788510041469
mjcf_model\2024-03-15_15-17-49\xmlrobot_73_symm.xml,39f10de356186171df73da7c3c23ca84a0ec44f2635055786e3805d9ec975187,0.04701361874482923
mjcf_model\2024-03-15_15-17-49\xmlrobot_75_symm.xml,eedea44a9c5f017a4fcce1f684c889ae91013fe5551e7f43e5de9aca5b3eebf4,0.8899852690740302
mjcf_model\2024-03-15_15-17-49\xmlrobot_76_symm.xml,477523dda8687e26ea42294ab32e99bb1afb6b2bca46685e83a5226f263a93d8,0.4764334854168618
mjcf_model\2024-03-15_15-17-49\xmlrobot_78_symm.xml,5b99b984daacdcc89dffef9eea4e8db68cfe60abca2ff2bceab6770d81e37ea8,0.9310541150440813
mjcf_model\2024-03-15_15-17-49\xmlrobot_79_symm.xml,951db27e774aa01eba27b64e4b572234697a7b41de96546badee2e5602774a30,0.14668168917773383
mjcf_model\2024-03-15_15-17-49\xmlrobot_80_symm.xml,60b5c9d9ce980108ae5a570e993b47cf11f2bfa1a9e487287f61797f2bc30757,0.19888761658908483
mjcf_model\2024-03-15_15-17-49\xmlrobot_81_symm.xml,27828a2e4472e3f8db1e71c54ce71f1292062e3b41473abf471cf616d8aa8872,0.0445555372544858
mjcf_model\2024-03-15_15-17-49\xmlrobot_82_symm.xml,c9b499324d123983b52ee1fd7a89a1803a8d4485d9aa2eeed44bc1e50469ef12,0.5215532017286565
mjcf_model\2024-03-15_15-17-49\xmlrobot_83_symm.xml,0ab8fdc3fe67b32753125f9644afb5e42a8dbededdae519f48991c2148c46bd2,0.7750771852579932
mjcf_model\2024-03-15_15-17-49\xmlrobot_84_symm.xml,f84d2d9858c6b16c1f94686ea1c0abcd87f455536ddee583f663309eb2597fd3,0.1315411060352668
mjcf_model\2024-03-15_15-17-49\xmlrobot_88_symm.xml,c1cc273da379362d869af8b0a4bcb1fba6eef031e3ce98d66a3ca58666c88be3,0.20483580306504978
mjcf_model\2024-03-15_15-17-49\xmlrobot_89_symm.xml,4d3be585bdef3e7fabafcec72a6c59871d9d2b24612c8d4ee35027825e6f4612,0.29440956871899115
mjcf_model\2024-03-15_15-17-49\xmlrobot_90_symm.xml,1803839f3757ebfb59b0fd1f4e10d98fd75ab865c3905b995c0164cfdf4c7f26,0.25841391206593645
mjcf_model\2024-03-15_15-17-49\xmlrobot_92_symm.xml,cafcf6edc3818eb145ccd00fead0c8851cb13ae2cf1cd6cb251cd28d375b14e1,0.6860010975035483
mjcf_model\2024-03-15_15-17-49\xmlrobot_93_symm.xml,5d3d9b0d0d288af2914a3d8e7c23d3889d91dde6ca77fe0d14a114623e46ffb0,0.6084227132115622
