xml_out_path,hash,reward,predict_reward
xmlrobot_0.xml,8769488974475,39.85604476928711,-13.854130744934082
xmlrobot_1.xml,8769488969957,17.335046768188477,47.40062713623047
xmlrobot_2.xml,8769488932678,54.702880859375,30.002582550048828
xmlrobot_3.xml,8769488909252,48.5957088470459,42.49568176269531
xmlrobot_4.xml,8769488883716,43.376861572265625,48.74193572998047
xmlrobot_5.xml,8769488876087,40.07221221923828,45.60874557495117
xmlrobot_6.xml,8769488854775,45.37268257141113,45.694889068603516
xmlrobot_7.xml,8769488909231,45.97643280029297,44.32269287109375
xmlrobot_8.xml,8769488954549,46.5070686340332,43.999977111816406
xmlrobot_9.xml,8769488891359,72.28784942626953,40.92201614379883
xmlrobot_10.xml,8769488815171,35.92919158935547,49.07636642456055
xmlrobot_11.xml,8769488802744,55.3615608215332,42.81259536743164
xmlrobot_12.xml,8769488967774,46.29081726074219,49.82346725463867
xmlrobot_13.xml,8769488951176,50.18720626831055,43.7343635559082
xmlrobot_14.xml,8769488988534,52.45549774169922,50.106056213378906
xmlrobot_15.xml,8769488931578,46.72224807739258,48.27317428588867
xmlrobot_16.xml,8769488988666,48.73611068725586,46.731658935546875
xmlrobot_17.xml,8769488976562,49.057437896728516,44.25852966308594
xmlrobot_18.xml,8769490609430,68.07093048095703,52.19350051879883
xmlrobot_19.xml,8769488834594,51.571311950683594,52.232826232910156
xmlrobot_20.xml,8769488873503,75.86463928222656,57.247310638427734
xmlrobot_21.xml,8769488750574,46.09886932373047,45.12880325317383
xmlrobot_22.xml,8769490611411,75.72399520874023,55.41299819946289
xmlrobot_23.xml,8769488788866,79.43888092041016,54.9527702331543
xmlrobot_24.xml,8769488747767,74.99752426147461,58.41129684448242
xmlrobot_25.xml,8769488789116,72.94593048095703,66.4556655883789
xmlrobot_26.xml,8769488945933,71.15327835083008,71.05902862548828
xmlrobot_27.xml,8769488951053,50.03824234008789,61.332252502441406
xmlrobot_28.xml,8769488707274,76.66323471069336,51.1048469543457
xmlrobot_29.xml,8769488707136,82.5860366821289,59.56280517578125
xmlrobot_30.xml,8769488813273,84.23397064208984,66.4725570678711
xmlrobot_31.xml,8769488788830,88.84468841552734,57.37278366088867
xmlrobot_32.xml,8769488945975,50.47793960571289,67.73875427246094
xmlrobot_33.xml,8769488974574,73.72054290771484,59.530555725097656
xmlrobot_34.xml,8769488699344,50.487571716308594,50.29521560668945
xmlrobot_35.xml,8769488848032,51.55387496948242,65.302734375
xmlrobot_36.xml,8769488967924,92.97633361816406,73.0957260131836
xmlrobot_37.xml,8769488988567,87.5208511352539,74.09020233154297
xmlrobot_38.xml,8769488960606,78.2711410522461,77.30901336669922
xmlrobot_39.xml,8769488929711,91.41788864135742,78.31808471679688
xmlrobot_40.xml,8769488933467,95.30191802978516,76.14818572998047
xmlrobot_41.xml,8769488719448,98.95458221435547,76.9097900390625
xmlrobot_42.xml,8769488931572,89.46929931640625,79.44551849365234
xmlrobot_43.xml,8769488820119,95.35015106201172,76.75552368164062
xmlrobot_44.xml,8769488705256,98.42666625976562,81.44730377197266
xmlrobot_45.xml,8769488704308,99.6710433959961,72.81965637207031
xmlrobot_46.xml,8769488671226,101.81143569946289,72.55792999267578
xmlrobot_47.xml,8769488774021,104.07770156860352,84.68376922607422
xmlrobot_48.xml,8769488789351,101.9114761352539,70.18795776367188
xmlrobot_49.xml,8769488666522,101.53501892089844,82.19244384765625
xmlrobot_50.xml,8769488951287,106.88357543945312,80.37348175048828
xmlrobot_51.xml,8769488813216,89.70111465454102,77.64321899414062
xmlrobot_52.xml,8769488813225,108.58679580688477,87.0816879272461
xmlrobot_53.xml,8769488575314,50.95179748535156,78.96400451660156
xmlrobot_54.xml,8769488774009,107.10436248779297,87.5608901977539
xmlrobot_55.xml,8769488873641,104.17094421386719,65.60673522949219
xmlrobot_56.xml,8769488819996,77.4299430847168,92.12041473388672
xmlrobot_57.xml,8769488712765,108.04701232910156,78.29231262207031
xmlrobot_58.xml,8769488707295,109.96045303344727,80.9744873046875
xmlrobot_59.xml,8769488788770,89.26615142822266,60.09010314941406
xmlrobot_60.xml,8769488931338,91.08304595947266,57.96095275878906
xmlrobot_61.xml,8769488931401,84.5060806274414,58.09368133544922
xmlrobot_62.xml,8769488606766,104.89657211303711,89.29000091552734
xmlrobot_63.xml,8769488750550,105.04729461669922,85.46340942382812
xmlrobot_64.xml,8769488802756,100.10430526733398,85.59583282470703
xmlrobot_65.xml,8769488802612,99.60797500610352,84.36250305175781
xmlrobot_66.xml,8769488750466,107.0380630493164,90.35762786865234
xmlrobot_67.xml,8769451211840,112.11021423339844,91.49201202392578
xmlrobot_68.xml,8769451113732,108.17446899414062,91.18510437011719
xmlrobot_69.xml,8769451167859,112.90280151367188,82.48825073242188
xmlrobot_70.xml,8769451210930,109.72397994995117,93.58580780029297
xmlrobot_71.xml,8769488951197,101.67597961425781,86.94116973876953
xmlrobot_72.xml,8769488701739,109.67419815063477,95.10272979736328
xmlrobot_73.xml,8769488990868,111.40850448608398,96.19956970214844
xmlrobot_74.xml,8769488699170,64.43379974365234,53.28317642211914
xmlrobot_75.xml,8769451105711,111.70584106445312,94.5620346069336
xmlrobot_76.xml,8769488575260,113.11203002929688,98.61482238769531
xmlrobot_77.xml,8769488834714,110.11465454101562,98.34162139892578
xmlrobot_78.xml,8769488569769,114.71245193481445,94.23095703125
xmlrobot_79.xml,8769488972144,120.47436904907227,63.64110565185547
xmlrobot_80.xml,8769488705241,53.350393295288086,45.48197555541992
xmlrobot_81.xml,8769451181638,114.39115524291992,101.12642669677734
xmlrobot_82.xml,8769451179505,118.39695739746094,101.48796081542969
xmlrobot_83.xml,8769451130344,120.94025421142578,101.96220397949219
xmlrobot_84.xml,8769451045268,105.27240753173828,102.48051452636719
xmlrobot_85.xml,8769451045310,115.99908447265625,102.9588394165039
xmlrobot_86.xml,8769488653340,79.88650512695312,89.83965301513672
xmlrobot_87.xml,8769451212014,117.6003646850586,104.90906524658203
xmlrobot_88.xml,8769451113966,54.99461364746094,78.88924407958984
xmlrobot_89.xml,8769451179508,119.10962677001953,101.08960723876953
xmlrobot_90.xml,8769451212424,112.70452880859375,99.3724594116211
xmlrobot_91.xml,8769488580916,79.88628005981445,53.291255950927734
xmlrobot_92.xml,8769488699191,121.00386428833008,64.09406280517578
xmlrobot_93.xml,8769488575461,124.3198471069336,105.6334457397461
xmlrobot_94.xml,8769488847945,90.5448226928711,66.90357971191406
xmlrobot_95.xml,8769451072046,124.07363891601562,105.25007629394531
xmlrobot_96.xml,8769488944318,126.16873931884766,105.32757568359375
xmlrobot_97.xml,8769451167901,120.8475570678711,105.39002227783203
xmlrobot_98.xml,8769451083337,120.96012878417969,102.50035858154297
xmlrobot_99.xml,8769451210873,120.80785369873047,106.8736572265625
xmlrobot_100.xml,8769451083439,123.5486068725586,107.28298950195312
xmlrobot_101.xml,8769451032926,117.04032897949219,107.68390655517578
xmlrobot_102.xml,8769450974422,115.38865661621094,100.74211883544922
xmlrobot_103.xml,8769451018903,125.32884216308594,107.79801177978516
xmlrobot_104.xml,8769451066191,56.17435836791992,84.63739013671875
xmlrobot_105.xml,8769488788818,56.065853118896484,94.10625457763672
xmlrobot_106.xml,8769451055282,118.17064666748047,107.2674789428711
xmlrobot_107.xml,8769488854535,119.25125885009766,107.91456604003906
xmlrobot_108.xml,8769488990904,116.64414978027344,110.31449890136719
xmlrobot_109.xml,8769488813159,114.32895278930664,89.64423370361328
xmlrobot_110.xml,8769488671184,114.37067413330078,104.2269515991211
xmlrobot_111.xml,8769451107666,123.01126861572266,108.3782958984375
xmlrobot_112.xml,8769451005715,126.60903930664062,109.90017700195312
xmlrobot_113.xml,8769488750439,122.95901107788086,108.79777526855469
xmlrobot_114.xml,8769451021821,126.16184997558594,108.73072052001953
xmlrobot_115.xml,8769488750358,127.44561004638672,110.3388442993164
xmlrobot_116.xml,8769450857364,127.0669937133789,108.5796127319336
xmlrobot_117.xml,8769451024083,127.31562042236328,113.07059478759766
xmlrobot_118.xml,8769488909117,128.37022399902344,104.09959411621094
xmlrobot_119.xml,8769488789333,121.81236267089844,111.3044662475586
xmlrobot_120.xml,8769451212722,121.9813232421875,110.6122817993164
xmlrobot_121.xml,8769488891350,124.29273223876953,112.61370086669922
xmlrobot_122.xml,8769451149773,127.42562103271484,109.95403289794922
xmlrobot_123.xml,8769488773901,131.92274475097656,104.43924713134766
xmlrobot_124.xml,8769451205485,130.17351531982422,111.66291809082031
xmlrobot_125.xml,8769488666396,130.04811096191406,111.2826919555664
xmlrobot_126.xml,8769451180397,130.5437240600586,87.04125213623047
xmlrobot_127.xml,8769450909733,130.29033660888672,111.1033935546875
xmlrobot_128.xml,8769488598998,121.78754806518555,93.44943237304688
xmlrobot_129.xml,8769450978323,128.65188598632812,112.34746551513672
xmlrobot_130.xml,8769488569745,125.59587097167969,115.12841796875
xmlrobot_131.xml,8769451063923,132.2537841796875,111.3897476196289
xmlrobot_132.xml,8769488972072,128.43884658813477,114.38997650146484
xmlrobot_133.xml,8769488873704,123.40926361083984,113.34091186523438
xmlrobot_134.xml,8769488704383,130.2854461669922,115.90123748779297
xmlrobot_135.xml,8769488704323,133.0853729248047,105.97627258300781
xmlrobot_136.xml,8769450857445,130.71319580078125,114.41873931884766
xmlrobot_137.xml,8769450846519,126.42552947998047,113.93931579589844
xmlrobot_138.xml,8769488967762,127.57556915283203,116.5838623046875
xmlrobot_139.xml,8769445362222,129.50848388671875,113.32344055175781
xmlrobot_140.xml,8769445275661,129.4501495361328,112.62273406982422
xmlrobot_141.xml,8769445223876,129.08839416503906,112.47827911376953
xmlrobot_142.xml,8769450830249,122.85842895507812,109.82661437988281
xmlrobot_143.xml,8769450830267,121.14933013916016,114.4095687866211
xmlrobot_144.xml,8769450841995,132.33135986328125,113.60990142822266
xmlrobot_145.xml,8769451141151,126.56362915039062,110.78208923339844
xmlrobot_146.xml,8769450924722,128.24190139770508,85.20426940917969
xmlrobot_147.xml,8769488944267,128.15377807617188,113.45478057861328
xmlrobot_148.xml,8769488671022,136.81980895996094,113.02063751220703
xmlrobot_149.xml,8769488951077,130.3094940185547,111.81855010986328
xmlrobot_150.xml,8769450867258,134.97891235351562,111.15113830566406
xmlrobot_151.xml,8769451203657,135.07096099853516,113.91319274902344
xmlrobot_152.xml,8769445310684,131.54503631591797,109.0215072631836
xmlrobot_153.xml,8769488569748,130.7474136352539,114.13435363769531
xmlrobot_154.xml,8769450950738,130.83871459960938,110.39311218261719
xmlrobot_155.xml,8769451180171,133.4814224243164,113.80783081054688
xmlrobot_156.xml,8769450974281,130.07271575927734,110.51152038574219
xmlrobot_157.xml,8769451121168,134.2340087890625,112.36595153808594
xmlrobot_158.xml,8769488820065,126.72621154785156,111.95028686523438
xmlrobot_159.xml,8769451127971,131.03564453125,113.96155548095703
xmlrobot_160.xml,8769488639838,115.8988265991211,102.33224487304688
xmlrobot_161.xml,8769450917852,135.69171142578125,95.46401977539062
xmlrobot_162.xml,8769450952524,134.39996337890625,113.34471893310547
xmlrobot_163.xml,8769450917870,136.97361755371094,115.85144805908203
xmlrobot_164.xml,8769450816374,138.3231964111328,109.38835144042969
xmlrobot_165.xml,8769445223909,130.5361785888672,107.0964126586914
xmlrobot_166.xml,8769488802723,136.59951782226562,114.57510375976562
xmlrobot_167.xml,8769445356403,132.05789184570312,114.44091033935547
xmlrobot_168.xml,8769450838146,101.66372680664062,86.5587158203125
xmlrobot_169.xml,8769450830309,136.3701171875,115.0558853149414
xmlrobot_170.xml,8769451045223,133.18475341796875,108.52075958251953
xmlrobot_171.xml,8769488665290,138.255615234375,107.897216796875
xmlrobot_172.xml,8769488972081,132.69894409179688,114.91596221923828
xmlrobot_173.xml,8769451056125,133.8733673095703,114.56890106201172
xmlrobot_174.xml,8769451039043,137.21119689941406,118.06294250488281
xmlrobot_175.xml,8769451165859,120.09602355957031,109.25341033935547
xmlrobot_176.xml,8769445350349,129.16053771972656,116.88033294677734
xmlrobot_177.xml,8769450873519,133.87876892089844,117.54956817626953
xmlrobot_178.xml,8769445236950,129.3008270263672,116.09551239013672
xmlrobot_179.xml,8769445236812,132.76937103271484,117.12751007080078
xmlrobot_180.xml,8769445362348,104.44363021850586,117.84883880615234
xmlrobot_181.xml,8769445219672,96.11328887939453,118.24185943603516
